,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
14988,Scarface: The World is Yours,XB,2006.0,Action,Vivendi Games,0.37,0.11,0.0,0.02
14989,Space Chimps,X360,2008.0,Platform,Brash Entertainment,0.1,0.0,0.0,0.01
14990,Outdoors Unleashed: Africa 3D,3DS,2011.0,Sports,Mastiff,0.01,0.0,0.0,0.0
14991,The Elder Scrolls Online,XOne,2015.0,Role-Playing,Bethesda Softworks,0.77,0.38,0.0,0.12
14992,God Eater 2,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.0
14993,DS Uranai Seikatsu,DS,2009.0,Misc,Nintendo,0.0,0.0,0.07,0.0
14994,Wii Play: Motion,Wii,2011.0,Misc,Nintendo,0.24,0.43,0.18,0.09
14995,Nano Assault,3DS,2011.0,Shooter,Majesco Entertainment,0.08,0.0,0.0,0.01
14996,Mahjong Taikai,DS,2004.0,Misc,Tecmo Koei,0.0,0.0,0.04,0.0
14997,Hyperdimension Neptunia Victory II,PS4,2023.0,Role-Playing,Idea Factory International,0.0,0.0,0.04,0.0
14998,Fairy Tail: Portable Guild,PSP,2010.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.11,0.0
14999,Teen Titans,GBA,2005.0,Action,Majesco Entertainment,0.13,0.05,0.0,0.0
15000,F-Zero: GP Legend,GBA,2003.0,Racing,Nintendo,0.11,0.04,0.0,0.0
15001,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Wii,2007.0,Action,Activision,0.52,0.03,0.0,0.04
15002,Junior Mystery Quest,DS,2011.0,Puzzle,GSP,0.07,0.01,0.0,0.01
15003,Monster High 13 Wishes,WiiU,2013.0,Action,Little Orbit,0.02,0.0,0.0,0.0
15004,NCAA Football 13,X360,2012.0,Action,Electronic Arts,1.02,0.0,0.0,0.06
15005,Madden NFL 09,X360,2008.0,Sports,Electronic Arts,2.21,0.12,0.0,0.2
15006,Disney Infinity 3.0,X360,2015.0,Action,Disney Interactive Studios,0.19,0.21,0.0,0.04
15007,The History Channel: Battle for the Pacific,X360,2007.0,Shooter,Activision,0.05,0.0,0.0,0.0
15008,The Dark Spire,DS,2008.0,Role-Playing,Success,0.04,0.0,0.0,0.0
15009,Persona 4: Dancing All Night,PSV,2015.0,Misc,Nippon Ichi Software,0.13,0.1,0.15,0.07
15010,Missile Command,2600,1980.0,Shooter,Atari,2.56,0.17,0.0,0.03
15011,Silent Hill: Homecoming,X360,,Action,Konami Digital Entertainment,0.25,0.16,0.0,0.04
15012,Dragon's Lair 3D: Return to the Lair,GC,2002.0,Platform,THQ,0.03,0.01,0.0,0.0
15013,J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,2013.0,Sports,Sega,0.0,0.0,0.04,0.0
15014,Avatar: The Last Airbender,DS,2006.0,Adventure,THQ,0.3,0.01,0.0,0.03
15015,Namco Museum Vol.2,PS,1996.0,Misc,Sony Computer Entertainment,0.03,0.02,0.21,0.02
15016,Imagine: My Restaurant,DS,2009.0,Simulation,Ubisoft,0.0,0.07,0.0,0.01
15017,Drivers Ed Portable,DS,2008.0,Misc,JoWood Productions,0.05,0.0,0.0,0.0
15018,UEFA Euro 2008 Austria-Switzerland,X360,2008.0,Sports,Electronic Arts,0.08,0.23,0.0,0.03
15019,uDraw Studio: Instant Artist,Wii,2011.0,Misc,THQ,0.08,0.09,0.0,0.02
15020,Rogue Ops,GC,2003.0,Action,Kemco,0.04,0.01,0.0,0.0
15021,Tony Hawk's Pro Skater 3,GBA,2002.0,Sports,Activision,0.37,0.14,0.0,0.01
15022,GRID Autosport,PS3,2014.0,Racing,Codemasters,0.05,0.11,0.01,0.04
15023,Shrek the Third,Wii,2007.0,Action,Activision,0.26,0.01,0.0,0.02
15024,Naruto: Powerful Shippuden,3DS,2012.0,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01
15025,NHL Breakaway 98,PS,1996.0,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01
15026,Major League Baseball 2K8,PS3,2008.0,Sports,Bethesda Softworks,0.28,0.0,0.0,0.02
15027,EverGrace,PS2,2000.0,Role-Playing,Ubisoft,0.1,0.08,0.15,0.03
15028,The King of Fighters '95 (CD),NG,1994.0,Fighting,SNK,0.0,0.0,0.23,0.0
15029,Taiko no Tatsujin: Go! Go! Godaime,PS2,2004.0,Misc,Namco Bandai Games,0.0,0.0,0.2,0.0
15030,American Chopper,PS2,2004.0,Racing,Zoo Digital Publishing,0.35,0.01,0.0,0.06
15031,Uru: Ages Beyond Myst,PC,2003.0,Adventure,Ubisoft,0.0,0.02,0.0,0.0
15032,LEGO Indiana Jones: The Original Adventures,PC,2008.0,Action,LucasArts,0.02,0.02,0.0,0.01
15033,Supreme Ruler: Cold War,PC,2011.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01
15034,Rayman Raving Rabbids: TV Party,DS,2008.0,Misc,Ubisoft,0.44,0.01,0.0,0.04
15035,Class of Heroes,PSP,2008.0,Role-Playing,Acquire,0.06,0.0,0.08,0.01
15036,FIFA Street 2,DS,2006.0,Sports,Electronic Arts,0.04,0.0,0.0,0.0
15037,Dreamworks Madagascar Kartz,Wii,2009.0,Racing,Activision,0.29,0.16,0.0,0.05
15038,Tokyo Jungle,PS3,2012.0,Action,Sony Computer Entertainment,0.0,0.0,0.26,0.0
15039,BioShock,PC,2007.0,Shooter,Take-Two Interactive,0.01,0.39,0.0,0.02
15040,Beyond Good & Evil,PS2,2003.0,Adventure,Ubisoft,0.16,0.13,0.0,0.04
15041,The Pinball of the Dead,GBA,2002.0,Misc,Sega,0.05,0.02,0.0,0.0
15042,NCAA Football 98,PS,1997.0,Sports,Electronic Arts,0.39,0.27,0.0,0.05
15043,Persona Q: Shadow of the Labyrinth,3DS,2014.0,Role-Playing,Nippon Ichi Software,0.33,0.07,0.27,0.04
15044,Zoo Tycoon,PC,2001.0,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.01
15045,Ultraman Fighting Evolution 0,PSP,2006.0,Fighting,Banpresto,0.0,0.0,0.01,0.0
15046,Happy Cooking,DS,2006.0,Simulation,Ubisoft,0.17,0.0,0.0,0.01
15047,Tomb Raider: Underworld,X360,2023.0,Action,Eidos Interactive,0.53,0.43,0.01,0.11
15048,Backyard NFL Football,DS,2007.0,Sports,Atari,0.02,0.0,0.0,0.0
15049,Steal Princess,DS,2009.0,Platform,Atlus,0.02,0.0,0.0,0.0
15050,Drakengard 2,PS2,2005.0,Role-Playing,Ubisoft,0.06,0.05,0.0,0.02
15051,Robotics;Notes,PS3,2012.0,Adventure,5pb,0.0,0.0,0.11,0.0
15052,Fullmetal Alchemist: Prince of the Dawn,Wii,2009.0,Adventure,Square Enix,0.0,0.0,0.01,0.0
15053,Challenge Me: Brain Puzzles,DS,2009.0,Puzzle,Oxygen Interactive,0.06,0.0,0.0,0.0
15054,Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,2010.0,Strategy,System Soft,0.0,0.0,0.01,0.0
15055,Pet Pals: New Leash on Life,DS,2010.0,Simulation,Destineer,0.05,0.0,0.0,0.0
15056,Brothers in Arms: Furious 4,PS3,2012.0,Shooter,Ubisoft,0.01,0.05,0.0,0.02
15057,Lost Kingdoms,GC,2002.0,Role-Playing,Activision,0.1,0.02,0.04,0.0
15058,Rollcage,PS,1999.0,Racing,Psygnosis,0.12,0.08,0.0,0.01
15059,Resident Evil: Umbrella Corps,PS4,2023.0,Action,Capcom,0.0,0.0,0.02,0.0
15060,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0
15061,Drake of the 99 Dragons,XB,2003.0,Shooter,Majesco Entertainment,0.05,0.01,0.0,0.0
15062,Bratz: Rock Angelz,GC,2005.0,Misc,THQ,0.16,0.04,0.0,0.01
15063,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005.0,Action,Konami Digital Entertainment,0.09,0.02,0.0,0.0
15064,Vampire Knight DS,DS,2009.0,Adventure,D3Publisher,0.0,0.0,0.07,0.0
15065,VR Golf '97,PS,1996.0,Sports,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01
15066,NBA Courtside 2 featuring Kobe Bryant,N64,1999.0,Sports,Nintendo,0.2,0.05,0.0,0.0
15067,Army of Two: The Devil's Cartel,PS3,2013.0,Shooter,Electronic Arts,0.11,0.11,0.01,0.05
15068,Robots,DS,2005.0,Action,Vivendi Games,0.12,0.01,0.0,0.01
15069,World Tour Soccer 2002,PS2,2001.0,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02
15070,Antz Extreme Racing,PS2,2002.0,Racing,Empire Interactive,0.02,0.02,0.0,0.01
15071,Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.06,0.0
15072,The King of Fighters '95,SAT,1995.0,Fighting,SNK Playmore,0.0,0.0,0.28,0.0
15073,Fire ProWrestling G,PS,1999.0,Fighting,Human Entertainment,0.0,0.0,0.18,0.01
15074,World Soccer Winning Eleven 8: Liveware Evolution,PS2,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.47,0.0
15075,Myth Makers: Super Kart GP,Wii,2007.0,Racing,Popcorn Arcade,0.01,0.0,0.0,0.0
15076,Sesame Street: Cookie's Counting Carnival,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.29,0.0,0.0,0.02
15077,The Sims 2: Glamour Life Stuff,PC,2006.0,Simulation,Electronic Arts,0.0,0.03,0.0,0.01
15078,Master Jin Jin's IQ Challenge,DS,2006.0,Misc,505 Games,0.13,0.0,0.0,0.01
15079,Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PSV,2015.0,Role-Playing,Compile Heart,0.0,0.0,0.03,0.0
15080,Suikoden IV,PS2,2004.0,Role-Playing,Konami Digital Entertainment,0.17,0.13,0.3,0.05
15081,Headhunter: Redemption,XB,2004.0,Action,Sega,0.02,0.0,0.0,0.0
15082,Rage,X360,2011.0,Shooter,Bethesda Softworks,0.82,0.61,0.03,0.15
15083,Little Busters! Converted Edition,PSV,2012.0,Action,Prototype,0.0,0.0,0.03,0.0
15084,The Terminator: Dawn of Fate,XB,2002.0,Action,Atari,0.11,0.03,0.0,0.01
15085,Samurai Warriors 2: Xtreme Legends (JP sales),PS2,2007.0,Action,Tecmo Koei,0.0,0.0,0.33,0.0
15086,Final Fantasy IV Advance,GBA,2005.0,Role-Playing,Nintendo,0.27,0.1,0.22,0.01
15087,Test Drive Unlimited,PC,2007.0,Racing,Atari,0.0,0.02,0.0,0.0
15088,NHL 07,PS2,2006.0,Sports,Electronic Arts,0.42,0.02,0.0,0.07
15089,The Punisher,PS2,2023.0,Action,THQ,0.25,0.2,0.0,0.07
15090,Danganronpa 2: Goodbye Despair,PSP,2012.0,Misc,Spike,0.0,0.0,0.19,0.0
15091,Tube Slider,GC,2003.0,Racing,NEC Interchannel,0.02,0.0,0.0,0.0
15092,Shin Super Robot Taisen Special Disk,PS,1997.0,Strategy,Banpresto,0.0,0.0,0.3,0.02
15093,The SpongeBob SquarePants Movie,PS2,2004.0,Platform,THQ,1.06,0.54,0.0,0.16
15094,Candace Kane's Candy Factory,Wii,2008.0,Action,Destineer,0.14,0.0,0.0,0.01
15095,Yamaha Supercross,Wii,2009.0,Racing,Zoo Digital Publishing,0.05,0.01,0.0,0.01
15096,Metro: Last Light,PS4,2014.0,Action,Deep Silver,0.22,0.3,0.04,0.12
15097,Need for Speed: Shift,PSP,2009.0,Racing,Electronic Arts,0.16,0.38,0.01,0.21
15098,World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68
15099,Full Auto,X360,2006.0,Shooter,Sega,0.19,0.01,0.0,0.02
15100,FIFA Street,PS2,2005.0,Sports,Electronic Arts,0.15,0.12,0.0,0.04
15101,Total Overdose: A Gunslinger's Tale in Mexico,XB,2005.0,Shooter,Eidos Interactive,0.02,0.01,0.0,0.0
15102,Green Day: Rock Band,X360,2010.0,Misc,MTV Games,0.24,0.13,0.0,0.04
15103,Famicom Mini: Mappy,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.09,0.0
15104,The Sims 2,PS2,2005.0,Simulation,Electronic Arts,0.67,0.03,0.0,0.11
15105,SpongeBob's Truth or Square (US sales),DS,2009.0,Action,THQ,0.42,0.0,0.0,0.0
15106,Pro Evolution Soccer 2008,PC,2007.0,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0
15107,Dengeki Bunko Fighting Climax,PSV,2014.0,Fighting,Sega,0.08,0.0,0.07,0.03
15108,Hello Kitty's Cube Frenzy,PS,1998.0,Puzzle,Culture Publishers,0.05,0.03,0.0,0.01
15109,Pro Cycling Manager 2016,PC,2016.0,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0
15110,Nightmare Creatures,PS,1997.0,Action,Sony Computer Entertainment,0.35,0.24,0.0,0.04
15111,InuYasha: Feudal Combat,PS2,2005.0,Fighting,Namco Bandai Games,0.13,0.1,0.0,0.03
15112,Pro Evolution Soccer 2014,X360,2013.0,Action,Konami Digital Entertainment,0.06,0.16,0.0,0.03
15113,Ogre Battle Series: Tactics Ogre,PS,1997.0,Role-Playing,Atlus,0.04,0.03,0.0,0.01
15114,Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005.0,Misc,Sega,0.1,0.04,0.0,0.0
15115,All Kamen Rider: Rider Generation 2,DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0
15116,Dynasty Warriors 8,X360,2013.0,Action,Tecmo Koei,0.09,0.05,0.0,0.01
15117,TMNT,Wii,2007.0,Action,Ubisoft,0.34,0.03,0.0,0.03
15118,Puyo Puyo!! 20th Anniversary,DS,2011.0,Puzzle,Sega,0.0,0.0,0.14,0.0
15119,Baldur's Gate: Dark Alliance,GC,2002.0,Role-Playing,Virgin Interactive,0.11,0.03,0.0,0.0
15120,Disney Universe,X360,2011.0,Action,Disney Interactive Studios,0.37,0.15,0.0,0.05
15121,Jackass the Game DS,DS,2008.0,Action,Empire Interactive,0.06,0.0,0.0,0.01
15122,Xenogears,PS,1998.0,Role-Playing,SquareSoft,0.29,0.19,0.89,0.1
15123,The Croods: Prehistoric Party!,DS,2013.0,Misc,D3Publisher,0.03,0.04,0.0,0.01
15124,Club Penguin: Elite Penguin Force,DS,2008.0,Adventure,Disney Interactive Studios,1.88,0.98,0.0,0.3
15125,Heavy Fire: The Chosen Few 3D,3DS,2011.0,Shooter,Mastiff,0.02,0.0,0.0,0.0
15126,Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,3DS,2014.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0
15127,Pro Yakyuu Family Stadium,Wii,2008.0,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0
15128,The Destiny of Zorro,Wii,2009.0,Action,505 Games,0.1,0.0,0.0,0.01
15129,R: Racing Evolution,PS2,2003.0,Racing,Namco Bandai Games,0.14,0.11,0.0,0.04
15130,Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015.0,Shooter,Xseed Games,0.02,0.02,0.0,0.01
15131,Amagami,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.15,0.0
15132,BioShock Infinite,PS3,2013.0,Shooter,Take-Two Interactive,0.72,0.69,0.04,0.31
15133,The Legend of Zelda: Phantom Hourglass,DS,2007.0,Action,Nintendo,1.9,1.83,0.95,0.49
15134,Deception IV: Blood Ties,PSV,2014.0,Action,Tecmo Koei,0.03,0.03,0.07,0.02
15135,Rayman Raving Rabbids 2,DS,2007.0,Misc,Ubisoft,0.73,0.01,0.0,0.06
15136,Doraemon 3: Nobi Dai no Machi SOS!,N64,2000.0,Platform,Epoch,0.0,0.0,0.09,0.06
15137,K-On! After School Live!! HD Ver.,PS3,2012.0,Action,Sega,0.0,0.0,0.03,0.0
15138,NFL GameDay,PS,1995.0,Sports,Sony Computer Entertainment,0.47,0.32,0.0,0.06
15139,Irotoridori no Sekai: World's End Re-Birth,PSV,2015.0,Action,HuneX,0.0,0.0,0.01,0.0
15140,Unreal Tournament III,PC,2007.0,Shooter,Midway Games,0.0,0.05,0.0,0.01
15141,Dragon Warrior III,NES,1988.0,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0
15142,Avatar: The Last Airbender,PSP,2006.0,Adventure,THQ,0.1,0.0,0.0,0.01
15143,The Amazing Spider-Man 2 (2014),PS3,2014.0,Action,Activision,0.06,0.16,0.02,0.05
15144,Wizardry VI: Bane of the Cosmic Forge,SNES,1995.0,Role-Playing,ASCII Entertainment,0.0,0.0,0.1,0.0
15145,Nicktoons: Battle for Volcano Island,GC,2006.0,Action,THQ,0.22,0.06,0.0,0.01
15146,Fight Night Champion,PS3,2011.0,Fighting,Electronic Arts,0.45,0.51,0.0,0.19
15147,Open Season,GC,2006.0,Platform,Ubisoft,0.13,0.03,0.0,0.0
15148,Lunacy,SAT,1996.0,Adventure,Sega,0.0,0.0,0.11,0.0
15149,SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,2004.0,Misc,Majesco Entertainment,0.38,0.14,0.0,0.01
15150,New Play Control! Pikmin,Wii,2008.0,Strategy,Nintendo,0.29,0.14,0.19,0.04
15151,Thrillville: Off the Rails,PSP,2007.0,Strategy,LucasArts,0.09,0.0,0.0,0.01
15152,Cabela's Adventure Camp,Wii,2011.0,Misc,Activision,0.15,0.02,0.0,0.01
15153,NHL 2002,XB,2001.0,Sports,Electronic Arts,0.2,0.06,0.0,0.01
15154,Houkago Shounen,DS,2008.0,Misc,Konami Digital Entertainment,0.0,0.0,0.05,0.0
15155,Nightmare Creatures II,PS,2000.0,Action,Konami Digital Entertainment,0.09,0.06,0.0,0.01
15156,Mercury Meltdown Revolution,Wii,2007.0,Action,Ignition Entertainment,0.16,0.0,0.0,0.01
15157,NFL Blitz Pro,XB,2003.0,Sports,Midway Games,0.04,0.01,0.0,0.0
15158,RPG Tsukuru 2,SNES,1996.0,Role-Playing,ASCII Entertainment,0.0,0.0,0.31,0.0
15159,Drawn to Life: The Next Chapter,DS,2009.0,Puzzle,THQ,0.45,0.14,0.0,0.06
15160,Cars: Race-O-Rama,PSP,2009.0,Racing,THQ,0.29,0.07,0.0,0.06
15161,Marvel Super Heroes,SAT,1997.0,Fighting,Capcom,0.0,0.0,0.06,0.0
15162,Beat City,DS,2010.0,Misc,THQ,0.07,0.0,0.0,0.01
15163,Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,2007.0,Strategy,Konami Digital Entertainment,0.05,0.04,0.0,0.01
15164,Get Fit with Mel B,Wii,2010.0,Sports,Black Bean Games,0.03,0.05,0.0,0.01
15165,Jet Moto 2,PS,1997.0,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07
15166,MLB 15: The Show,PSV,2015.0,Sports,Sony Computer Entertainment,0.03,0.0,0.0,0.01
15167,Call of Duty Black Ops: Declassified,PSV,2012.0,Action,Activision,0.8,0.52,0.07,0.3
15168,Hannah Montana: The Movie,Wii,2009.0,Adventure,Disney Interactive Studios,0.13,0.18,0.0,0.04
15169,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,2010.0,Action,Namco Bandai Games,0.0,0.0,0.21,0.0
15170,Star Wars Episode I: Battle for Naboo,N64,2000.0,Simulation,LucasArts,0.21,0.05,0.0,0.0
15171,Fire Emblem: Path of Radiance,GC,2005.0,Action,Nintendo,0.29,0.08,0.16,0.01
15172,Assassination Classroom: Grand Siege on Kuro-sensei,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.13,0.0
15173,Drakengard 3,PS3,2013.0,Role-Playing,Square Enix,0.1,0.0,0.19,0.02
15174,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,2007.0,Fighting,Takara Tomy,0.0,0.0,0.06,0.0
15175,Sonic Lost World,WiiU,2013.0,Platform,Sega,0.24,0.12,0.01,0.03
15176,Super Famista 3,SNES,1994.0,Sports,Namco Bandai Games,0.0,0.0,0.39,0.0
15177,Cabela's Dangerous Hunts 2009,PS2,2008.0,Sports,Activision Value,0.09,0.07,0.0,0.02
15178,Valhalla Knights 2: Battle Stance,PSP,2009.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.04,0.0
15179,Tomodachi Life,3DS,2013.0,Simulation,Nintendo,0.96,2.02,1.89,0.28
15180,Shadow Man,PS,1998.0,Action,Acclaim Entertainment,0.14,0.09,0.0,0.02
15181,One Piece: Pirate Warriors,PS3,2012.0,Action,Namco Bandai Games,0.01,0.24,0.86,0.09
15182,Madden NFL 2003,PS2,2002.0,Sports,Electronic Arts,3.36,0.21,0.01,0.56
15183,Deep Fear,SAT,1998.0,Adventure,Sega,0.0,0.0,0.08,0.0
15184,Battle Hunter,PS,1999.0,Strategy,Midas Interactive Entertainment,0.02,0.01,0.0,0.0
15185,Grudge Warriors,PS,1999.0,Action,Take-Two Interactive,0.23,0.16,0.0,0.03
15186,Borderlands,PS3,2009.0,Shooter,Take-Two Interactive,1.2,0.62,0.0,0.29
15187,TrackMania Turbo,PS4,2016.0,Action,Ubisoft,0.03,0.24,0.0,0.05
15188,Franklin: A Birthday Surprise,PS2,2006.0,Misc,Game Factory,0.01,0.01,0.0,0.0
15189,Ultimate Spider-Man,GBA,2005.0,Action,Activision,0.22,0.08,0.0,0.01
15190,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010.0,Misc,D3Publisher,0.0,0.0,0.04,0.0
15191,Plants vs. Zombies: Garden Warfare,X360,2014.0,Shooter,Electronic Arts,0.51,0.54,0.0,0.1
15192,The Grinch,PS,1999.0,Adventure,Konami Digital Entertainment,0.29,0.2,0.0,0.03
15193,Spartan: Total Warrior,XB,2005.0,Action,Sega,0.1,0.03,0.0,0.0
15194,Grand Slam Tennis 2,PS3,2012.0,Sports,Electronic Arts,0.09,0.11,0.0,0.04
15195,Momotarou Dentetsu DS: Tokyo & Japan,DS,2007.0,Misc,Hudson Soft,0.0,0.0,0.34,0.0
15196,Cabela's Deer Hunt: 2004 Season,PS2,2003.0,Sports,Activision Value,0.37,0.29,0.0,0.1
15197,Zoo Vet: Endangered Animals,DS,2008.0,Simulation,505 Games,0.03,0.0,0.0,0.0
15198,WWF Raw,XB,2002.0,Fighting,THQ,0.4,0.13,0.0,0.02
15199,DiRT 2,PS3,2009.0,Racing,Codemasters,0.27,0.53,0.0,0.2
15200,Tomb Raider: Legend,PS2,2006.0,Action,Eidos Interactive,0.25,0.19,0.02,0.06
15201,ESPN NFL Football,PS2,2003.0,Sports,Sega,0.27,0.21,0.0,0.07
15202,Dynasty Warriors 6 Empires,PS3,2009.0,Action,Tecmo Koei,0.14,0.03,0.15,0.02
15203,Pac-Man World Rally,PS2,2006.0,Racing,Namco Bandai Games,0.01,0.01,0.0,0.0
15204,Supreme Commander: Forged Alliance,PC,2007.0,Strategy,THQ,0.01,0.02,0.0,0.01
15205,Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010.0,Fighting,Falcom Corporation,0.0,0.0,0.06,0.0
15206,Guilty Gear Judgment,PSP,2006.0,Fighting,Majesco Entertainment,0.13,0.0,0.02,0.01
15207,Race Driver 2006,PSP,2006.0,Racing,Codemasters,0.03,0.0,0.0,0.0
15208,Kidou Senshi Gundam 00,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.08,0.0
15209,James Bond 007: Nightfire,XB,2002.0,Shooter,Electronic Arts,0.58,0.22,0.0,0.03
15210,Tiger Woods PGA Tour 10,Wii,2009.0,Sports,Electronic Arts,0.61,0.37,0.0,0.11
15211,Kinetica,PS2,2001.0,Racing,Sony Computer Entertainment,0.16,0.12,0.0,0.04
15212,Populous: The Beginning,PS,1998.0,Strategy,Electronic Arts,0.05,0.04,0.0,0.01
15213,Bank Heist,2600,1982.0,Action,20th Century Fox Video Games,0.32,0.02,0.0,0.0
15214,Haven: Call of the King,PS2,,Platform,Midway Games,0.14,0.11,0.0,0.04
15215,Kuukan * Zukei: Hirameki Training - KuuTore,DS,2008.0,Misc,Benesse,0.0,0.0,0.06,0.0
15216,Alter Echo,PS2,2003.0,Shooter,THQ,0.06,0.05,0.0,0.02
15217,Tales of Symphonia,GC,2003.0,Role-Playing,Nintendo,0.54,0.21,0.31,0.04
15218,2010 FIFA World Cup South Africa,PS3,2010.0,Sports,Electronic Arts,0.3,0.64,0.07,0.22
15219,Operation Flashpoint: Elite,XB,2005.0,Shooter,Codemasters,0.03,0.01,0.0,0.0
15220,Tom Clancy's Classic Trilogy,XB,2004.0,Shooter,Ubisoft,0.07,0.02,0.0,0.0
15221,Love Plus +,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.23,0.0
15222,The Legend of Spyro: Dawn of the Dragon,DS,2008.0,Platform,Vivendi Games,0.26,0.15,0.0,0.05
15223,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0
15224,PES 2009: Pro Evolution Soccer,PS2,2008.0,Sports,Konami Digital Entertainment,0.13,0.07,0.26,2.05
15225,Asphalt: Urban GT,DS,2004.0,Racing,Ubisoft,0.31,0.22,0.0,0.06
15226,WWE SmackDown vs. Raw 2010,PS2,2009.0,Fighting,THQ,0.53,0.01,0.0,0.54
15227,"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010.0,Sports,Black Bean Games,0.12,0.02,0.0,0.01
15228,Batman: The Brave and the Bold the Videogame,DS,2010.0,Action,Warner Bros. Interactive Entertainment,0.24,0.04,0.0,0.02
15229,SpongeBob's Surf & Skate Roadtrip,X360,2011.0,Action,THQ,0.15,0.03,0.0,0.01
15230,Tom Clancy's Rainbow Six 3,PS2,2004.0,Shooter,Ubisoft,0.4,0.31,0.0,0.1
15231,Phantasy Star Online 2 Episode 4: Deluxe Package,PSV,2017.0,Role-Playing,Sega,0.0,0.0,0.01,0.0
15232,Hot Potato!,GBA,2001.0,Action,BAM! Entertainment,0.03,0.01,0.0,0.0
15233,Michael Jackson: The Experience,PS3,2011.0,Misc,Ubisoft,0.25,0.2,0.0,0.08
15234,Monster Jam: Path of Destruction,PSP,2010.0,Racing,Activision,0.07,0.0,0.0,0.01
15235,Fritz Chess,DS,2009.0,Strategy,Deep Silver,0.02,0.0,0.0,0.0
15236,SD Gundam G Generation: Gather Beat 2,WS,2001.0,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0
15237,Jinsei Game Wii,Wii,2007.0,Misc,Takara Tomy,0.0,0.0,0.02,0.0
15238,Stoked: Big Air Edition,X360,2009.0,Sports,Namco Bandai Games,0.02,0.02,0.0,0.0
15239,The Chronicles of Narnia: Prince Caspian,PS2,2008.0,Action,Disney Interactive Studios,0.2,0.15,0.0,0.05
15240,Personal Trainer: Math,DS,2007.0,Puzzle,Nintendo,0.49,1.12,0.0,0.09
15241,Rango: The Video Game,DS,2011.0,Action,Electronic Arts,0.07,0.03,0.0,0.01
15242,Pro Baseball Spirits 2015,PSV,2015.0,Action,Konami Digital Entertainment,0.0,0.0,0.13,0.0
15243,Gem Quest: 4 Elements,DS,2011.0,Puzzle,Mastertronic,0.05,0.05,0.0,0.01
15244,GT Advance Championship Racing,GBA,2001.0,Racing,THQ,0.24,0.09,0.0,0.01
15245,Tomb Raider: The Last Revelation,PS,1998.0,Action,Eidos Interactive,1.15,1.14,0.06,0.13
15246,Theme Park Roller Coaster,PS2,2000.0,Strategy,Electronic Arts,0.23,0.18,0.0,0.06
